id,sequenceNumber,text,awayScore,homeScore,scoringPlay,scoreValue,wallclock,atBatId,summaryType,outs,type.id,type.text,type.type,period.type,period.number,period.displayValue,team.id,pitchCount.balls,pitchCount.strikes,resultCount.balls,resultCount.strikes,participants,batOrder,type.alternativeText,bats.type,bats.abbreviation,bats.displayValue,atBatPitchNumber,pitchVelocity,trajectory,type.abbreviation,pitchCoordinate.x,pitchCoordinate.y,pitchType.id,pitchType.text,pitchType.abbreviation,hitCoordinate.x,hitCoordinate.y,alternativePlay,alternativeType.id,alternativeType.text,alternativeType.abbreviation,alternativeType.alternativeText,alternativeType.type,onFirst.athlete.id,onSecond.athlete.id,onThird.athlete.id
4018165630603990099,8,,1,1,False,0,2026-08-17 22:59:55+00:00,4018165630603,,1,99,End Batter/Pitcher,end-batterpitcher,Top,4,4th Inning,1,1,3,1,3,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '42507'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",5.0,,LEFT,L,Left,5.0,,,,103.0,196.0,,,,,,,,,,,,,4683371,5080633
4018165630603060037,6,Pitch 5 : Strike 3 Swinging,1,1,False,0,2026-08-17 22:59:55+00:00,4018165630603,P,1,37,Strike Swinging,strike-swinging,Top,4,4th Inning,30,1,2,1,3,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '42507'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",5.0,Strikeout,LEFT,L,Left,5.0,85.0,,SS,103.0,196.0,6,Changeup,CH,,,,,,,,,,4683371,5080633
4018165630603990057,7,Henderson struck out swinging.,1,1,False,0,2026-08-17 22:59:55+00:00,4018165630603,N,1,57,Play Result,play-result,Top,4,4th Inning,1,1,3,1,3,"[{'athlete': {'id': '41199'}, 'type': 'pitcher'}, {'athlete': {'id': '42507'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",5.0,,LEFT,L,Left,5.0,,,,103.0,196.0,,,,,,4018165630603060037,37,Strike Swinging,SS,Strikeout,strike-swinging,,4683371,5080633
4018165630604001157,1,Legumina relieved McClanahan,1,1,False,0,2026-08-17 23:02:29+00:00,4018165630604,C,0,57,Play Result,play-result,Top,4,4th Inning,30,0,0,0,0,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}]",10.0,,,,,,,,,,,,,,,,,56,Lineup Change,,,lineup-change,,,
4018165630604010001,2,Casey Legumina pitches to Christian Encarnacion-Strand,3,1,False,0,2026-08-17 23:02:29+00:00,4018165630604,A,1,1,Start Batter/Pitcher,start-batterpitcher,Top,4,4th Inning,1,0,0,0,0,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '5012106'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",6.0,Now at bat,RIGHT,R,Right,,,,,,,,,,,,,,,,,,,4683371,5080633
4018165630604020037,3,Pitch 1 : Strike 1 Swinging,1,1,False,0,2026-08-17 23:02:29+00:00,4018165630604,P,1,37,Strike Swinging,strike-swinging,Top,4,4th Inning,30,0,0,0,1,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '5012106'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",6.0,Strikeout,RIGHT,R,Right,1.0,92.0,G,SS,144.0,165.0,17,Four-seam FB,FF,,,,,,,,,,4683371,5080633
4018165630604030021,4,Pitch 2 : Strike 2 Foul,1,1,False,0,2026-08-17 23:02:44+00:00,4018165630604,P,1,21,Foul Ball,foul-ball,Top,4,4th Inning,30,0,1,0,2,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '5012106'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",6.0,,RIGHT,R,Right,2.0,92.0,G,F,137.0,173.0,17,Four-seam FB,FF,118.0,88.0,,,,,,,,4683371,5080633
4018165630604040021,5,Pitch 3 : Strike 2 Foul,1,1,False,0,2026-08-17 23:03:09+00:00,4018165630604,P,1,21,Foul Ball,foul-ball,Top,4,4th Inning,30,0,2,0,2,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '5012106'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",6.0,,RIGHT,R,Right,3.0,92.0,G,F,112.0,163.0,17,Four-seam FB,FF,118.0,88.0,,,,,,,,4683371,5080633
4018165630604050021,6,Pitch 4 : Strike 2 Foul,1,1,False,0,2026-08-17 23:03:31+00:00,4018165630604,P,1,21,Foul Ball,foul-ball,Top,4,4th Inning,30,0,2,0,2,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '5012106'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",6.0,,RIGHT,R,Right,4.0,92.0,G,F,94.0,148.0,17,Four-seam FB,FF,118.0,88.0,,,,,,,,4683371,5080633
4018165630604990057,8,"Encarnacion-Strand singled to center, Holliday scored and Mayo scored.",3,1,True,2,2026-08-17 23:04:17+00:00,4018165630604,S,1,57,Play Result,play-result,Top,4,4th Inning,1,0,2,0,2,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '5012106'}, 'type': 'batter'}, {'athlete': {'id': '5012106'}, 'type': 'onFirst'}]",6.0,,RIGHT,R,Right,5.0,,G,,116.0,142.0,,,,118.0,88.0,4018165630604060002,2,Single,1B,Single,single,5012106,,
4018165630604060002,7,Pitch 5 : Ball In Play,3,1,False,0,2026-08-17 23:04:17+00:00,4018165630604,P,1,2,Single,single,Top,4,4th Inning,30,0,2,0,2,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '5012106'}, 'type': 'batter'}, {'athlete': {'id': '4683371'}, 'type': 'onSecond'}, {'athlete': {'id': '5080633'}, 'type': 'onThird'}]",6.0,Single,RIGHT,R,Right,5.0,91.0,G,1B,116.0,142.0,17,Four-seam FB,FF,118.0,88.0,,,,,,,,4683371,5080633
4018165630604990099,9,,3,1,False,0,2026-08-17 23:04:17+00:00,4018165630604,,1,99,End Batter/Pitcher,end-batterpitcher,Top,4,4th Inning,1,0,2,0,2,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '5012106'}, 'type': 'batter'}, {'athlete': {'id': '5012106'}, 'type': 'onFirst'}]",6.0,,RIGHT,R,Right,5.0,,G,,116.0,142.0,,,,118.0,88.0,,,,,,,5012106,,
4018165630605010001,1,Casey Legumina pitches to Jeremiah Jackson,3,1,False,0,2026-08-17 23:04:40+00:00,4018165630605,A,1,1,Start Batter/Pitcher,start-batterpitcher,Top,4,4th Inning,1,0,0,0,0,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '41264'}, 'type': 'batter'}, {'athlete': {'id': '5012106'}, 'type': 'onFirst'}]",7.0,Now at bat,RIGHT,R,Right,,,,,,,,,,,,,,,,,,5012106,,
4018165630605020021,2,Pitch 1 : Strike 1 Foul,3,1,False,0,2026-08-17 23:04:40+00:00,4018165630605,P,1,21,Foul Ball,foul-ball,Top,4,4th Inning,30,0,0,0,1,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '41264'}, 'type': 'batter'}, {'athlete': {'id': '5012106'}, 'type': 'onFirst'}]",7.0,,RIGHT,R,Right,1.0,84.0,,F,96.0,175.0,5,Slider,SL,,,,,,,,,5012106,,
4018165630605030021,3,Pitch 2 : Strike 2 Foul,3,1,False,0,2026-08-17 23:04:57+00:00,4018165630605,P,1,21,Foul Ball,foul-ball,Top,4,4th Inning,30,0,1,0,2,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '41264'}, 'type': 'batter'}, {'athlete': {'id': '5012106'}, 'type': 'onFirst'}]",7.0,,RIGHT,R,Right,2.0,92.0,,F,177.0,159.0,17,Four-seam FB,FF,,,,,,,,,5012106,,
4018165630605040005,4,Pitch 3 : Ball 1,3,1,False,0,2026-08-17 23:05:17+00:00,4018165630605,P,1,5,Ball,ball,Top,4,4th Inning,30,0,2,1,2,"[{'athlete': {'id': '4346117'}, 'type': 'pitcher'}, {'athlete': {'id': '41264'}, 'type': 'batter'}, {'athlete': {'id': '5012106'}, 'type': 'onFirst'}]",7.0,Walk,RIGHT,R,Right,3.0,91.0,,B,63.0,187.0,17,Four-seam FB,FF,,,,,,,,,5012106,,
